,+/-,3P,3P%,3PA,3PAr,AST,BLK,Code,DRB,Day,FG,FG%,FGA,FT,FT%,FTA,FTr,Home,Losses,Month,ORB,PF,PTS,STL,Starters MP,TOV,TS%,Wins,Year,eFG%,Date,Checker,Team,Spread,Line
4442,-30,4,0.2857142857142857,14,0.04597701149425287,24,3,milphi,31,02,35,0.40229885057471265,87,13,0.7222222222222222,18,0.14942528735632185,0,36,04,10,17,87,10,39.10000000000001,13,0.4582806573957016,40,2011,0.42528735632183906,20110402,20110402milphi,Philadelphia, +1,-110
4443,-77,8,0.2962962962962963,27,0.07142857142857142,27,0,bosdet,24,03,46,0.4107142857142857,112,19,0.8260869565217391,23,0.16964285714285715,0,50,04,11,16,119,21,33.663333333333334,10,0.48722567965935143,25,2011,0.44642857142857145,20110403,20110403bosdet,Detroit, +11,-110
4444,-25,5,0.3333333333333333,15,0.06172839506172839,24,2,houatl,23,03,43,0.5308641975308642,81,18,0.9,20,0.2222222222222222,0,32,04,7,24,109,5,34.516666666666666,11,0.6069042316258352,44,2011,0.5617283950617284,20110403,20110403houatl,Atlanta, +5.5,-110
4445,25,7,0.4117647058823529,17,0.08536585365853659,24,3,lalden,33,03,36,0.43902439024390244,82,16,0.5714285714285714,28,0.1951219512195122,0,29,04,11,23,95,13,33.29,16,0.5036047497879559,46,2011,0.4817073170731707,20110403,20110403lalden,Denver, +7,-110
4446,-80,9,0.4090909090909091,22,0.11392405063291139,21,3,nykcle,30,03,42,0.5316455696202531,79,14,0.5833333333333334,24,0.17721518987341772,0,60,04,8,24,107,6,27.380000000000003,22,0.5973648950424296,15,2011,0.5886075949367089,20110403,20110403nykcle,Cleveland, +11.5,-110
4447,-40,9,0.375,24,0.12857142857142856,21,2,pordal,28,03,34,0.4857142857142857,70,19,0.7307692307692307,26,0.2714285714285714,0,23,04,5,21,96,5,27.723333333333336,13,0.5893909626719057,53,2011,0.55,20110403,20110403pordal,Dallas, +4,-110
4448,-45,6,0.46153846153846156,13,0.07407407407407407,25,5,sacuta,22,03,38,0.4691358024691358,81,15,0.75,20,0.18518518518518517,0,40,04,11,17,97,8,33.00666666666667,13,0.5400890868596883,36,2011,0.5061728395061729,20110403,20110403sacuta,Utah, +6,-110
4449,-85,5,0.35714285714285715,14,0.058823529411764705,17,7,saspho,30,03,40,0.47058823529411764,85,12,0.8571428571428571,14,0.1411764705882353,0,38,04,7,17,97,10,27.923333333333336,14,0.5320315928038614,37,2011,0.5,20110403,20110403saspho,Phoenix, +10,-110
4450,-20,9,0.42857142857142855,21,0.12,15,2,tororl,23,03,37,0.49333333333333335,75,15,0.5555555555555556,27,0.2,0,28,04,7,16,98,6,37.72333333333333,8,0.5639963167587477,48,2011,0.5533333333333333,20110403,20110403tororl,Orlando, -9,-110
4451,35,1,0.125,8,0.013513513513513514,14,2,atlsas,30,05,37,0.5,74,22,0.8461538461538461,26,0.2972972972972973,0,19,04,9,16,97,7,31.403333333333336,12,0.5676498127340824,58,2011,0.5067567567567568,20110405,20110405atlsas,San Antonio, -3,-110
4452,-85,4,0.4,10,0.047619047619047616,17,3,bosphi,22,05,33,0.39285714285714285,84,12,0.7058823529411765,17,0.14285714285714285,0,37,04,14,15,82,9,31.95333333333333,11,0.44818539571491034,40,2011,0.4166666666666667,20110405,20110405bosphi,Philadelphia, +6.5,-110
4453,-15,8,0.34782608695652173,23,0.09090909090909091,27,7,chipho,31,05,38,0.4318181818181818,88,10,0.8333333333333334,12,0.11363636363636363,0,39,04,12,20,94,9,33.68666666666667,13,0.5038593481989708,37,2011,0.4772727272727273,20110405,20110405chipho,Phoenix, +9.5,-110
4454,-50,4,0.26666666666666666,15,0.04878048780487805,22,4,clecho,30,05,32,0.3902439024390244,82,21,0.7777777777777778,27,0.25609756097560976,0,44,04,9,15,89,12,35.04666666666667,9,0.47400937366851303,32,2011,0.4146341463414634,20110405,20110405clecho,Charlotte, -2,-110
4455,35,4,0.2222222222222222,18,0.05063291139240506,16,5,denokc,42,05,35,0.4430379746835443,79,27,0.7714285714285715,35,0.34177215189873417,0,26,04,8,26,101,7,31.860000000000003,12,0.534957627118644,50,2011,0.46835443037974683,20110405,20110405denokc,Oklahoma City, +4,-110
4456,15,1,0.09090909090909091,11,0.012048192771084338,18,5,housac,40,05,44,0.5301204819277109,83,15,0.8333333333333334,18,0.18072289156626506,0,54,04,6,18,104,8,34.733333333333334,16,0.5719313682358117,22,2011,0.536144578313253,20110405,20110405housac,Sacramento, +9,-110
4457,5,5,0.38461538461538464,13,0.058823529411764705,20,10,laluta,36,05,34,0.4,85,13,0.5652173913043478,23,0.15294117647058825,0,40,04,16,21,86,13,33.773333333333326,16,0.4520605550883095,37,2011,0.4294117647058823,20110405,20110405laluta,Utah, +14.5,-110
4458,5,4,0.2857142857142857,14,0.05128205128205128,14,3,memlac,36,05,32,0.41025641025641024,78,14,0.6363636363636364,22,0.1794871794871795,0,47,04,10,19,82,8,30.84666666666667,18,0.46760948905109484,30,2011,0.4358974358974359,20110405,20110405memlac,L.A. Clippers, +8.5,-110
4459,-65,3,0.42857142857142855,7,0.03260869565217391,11,2,nyktor,28,05,45,0.4891304347826087,92,25,0.7575757575757576,33,0.2717391304347826,0,55,04,18,24,118,6,24.423333333333336,12,0.5538865940668419,21,2011,0.5054347826086957,20110405,20110405nyktor,Toronto, +8.5,-110
4460,-30,6,0.3,20,0.08,14,2,orlmil,29,05,27,0.36,75,12,0.7058823529411765,17,0.16,0,45,04,4,27,72,9,31.74666666666667,18,0.4364694471387003,31,2011,0.4,20110405,20110405orlmil,Milwaukee, +8.5,-110
4461,101,7,0.4375,16,0.08433734939759036,17,5,porgsw,33,05,42,0.5060240963855421,83,19,0.8636363636363636,22,0.2289156626506024,0,44,04,16,20,110,9,35.86666666666667,12,0.5934397928355631,33,2011,0.5481927710843374,20110405,20110405porgsw,Golden State, +10.5,-110
4462,-10,5,0.29411764705882354,17,0.05102040816326531,18,3,wasdet,27,05,43,0.4387755102040816,98,14,0.7,20,0.14285714285714285,0,50,04,20,22,105,10,28.47,16,0.4915730337078652,26,2011,0.4642857142857143,20110405,20110405wasdet,Detroit, PK,-110
4463,40,8,0.34782608695652173,23,0.09302325581395349,23,4,dalden,28,06,41,0.47674418604651164,86,14,0.7777777777777778,18,0.16279069767441862,0,30,04,12,17,104,9,32.07333333333333,14,0.5536626916524702,47,2011,0.5232558139534884,20110406,20110406dalden,Denver, +4.5,-102
4464,-35,8,0.42105263157894735,19,0.0975609756097561,28,5,detbrk,21,06,40,0.4878048780487805,82,21,0.75,28,0.25609756097560976,0,53,04,9,24,109,7,29.17666666666667,10,0.5778201865988126,24,2011,0.5365853658536586,20110406,20110406detbrk,Brooklyn, +6,-110
4465,-40,5,0.2631578947368421,19,0.06493506493506493,17,1,gswlal,35,06,33,0.42857142857142855,77,16,0.5925925925925926,27,0.2077922077922078,0,22,04,12,16,87,9,30.18,17,0.4894239423942395,55,2011,0.461038961038961,20110406,20110406gswlal,L.A. Lakers, -7,-110
4466,-120,5,0.5,10,0.05747126436781609,10,4,indwas,26,06,40,0.45977011494252873,87,27,0.75,36,0.3103448275862069,0,56,04,13,22,112,9,26.81666666666667,17,0.544535200311163,21,2011,0.4885057471264368,20110406,20110406indwas,Washington, +11,-110
4467,25,7,0.35,20,0.09210526315789473,16,4,miamil,32,06,34,0.4473684210526316,76,15,1.0,15,0.19736842105263158,0,46,04,6,16,90,11,34.516666666666666,9,0.5447941888619855,31,2011,0.4934210526315789,20110406,20110406miamil,Milwaukee, +9,-105
4468,50,5,0.21739130434782608,23,0.05952380952380952,26,3,minpho,37,06,44,0.5238095238095238,84,15,0.8333333333333334,18,0.17857142857142858,0,40,04,7,14,108,9,24.20333333333333,14,0.5874673629242819,37,2011,0.5535714285714286,20110406,20110406minpho,Phoenix, -3.5,-110
4469,-20,6,0.46153846153846156,13,0.07228915662650602,24,8,okclac,31,06,42,0.5060240963855421,83,18,0.6923076923076923,26,0.21686746987951808,0,47,04,13,19,108,7,32.67,15,0.5717916137229987,31,2011,0.5421686746987951,20110406,20110406okclac,L.A. Clippers, +11,-110
4470,25,11,0.3548387096774194,31,0.12643678160919541,21,9,phinyk,33,06,36,0.41379310344827586,87,14,0.7368421052631579,19,0.16091954022988506,0,38,04,15,19,97,3,26.396666666666665,6,0.5085989932885906,39,2011,0.47701149425287354,20110406,20110406phinyk,New York, +4.5,-110
4471,-174,7,0.35,20,0.07368421052631578,21,4,sassac,24,06,38,0.4,95,12,0.6666666666666666,18,0.12631578947368421,0,54,04,14,19,95,4,29.836666666666666,9,0.4615235134084726,23,2011,0.4368421052631579,20110406,20110406sassac,Sacramento, +12.5,-110
4472,40,5,0.3333333333333333,15,0.06329113924050633,22,6,torcle,28,06,36,0.45569620253164556,79,27,0.6923076923076923,39,0.34177215189873417,0,61,04,11,25,104,7,33.54666666666667,8,0.540765391014975,16,2011,0.4873417721518987,20110406,20110406torcle,Cleveland, +5,-107
4473,-84,2,0.2,10,0.02702702702702703,14,3,chibos,27,07,29,0.3918918918918919,74,25,0.8928571428571429,28,0.33783783783783783,0,23,04,8,12,85,3,29.610000000000003,12,0.49235403151065804,54,2011,0.40540540540540543,20110407,20110407chibos,Boston, +4.5,-110
4474,55,8,0.4444444444444444,18,0.10126582278481013,24,3,utapor,28,07,36,0.45569620253164556,79,18,0.9473684210526315,19,0.22784810126582278,0,33,04,13,19,98,6,37.85333333333333,10,0.5608974358974359,45,2011,0.5063291139240507,20110407,20110407utapor,Portland, -4.5,-110
4475,-80,1,0.14285714285714285,7,0.012987012987012988,14,3,boswas,25,08,35,0.45454545454545453,77,17,0.6538461538461539,26,0.22077922077922077,0,57,04,13,25,88,10,35.31333333333333,21,0.4975124378109453,21,2011,0.461038961038961,20110408,20110408boswas,Washington, +12.5,-110
4476,55,4,0.25,16,0.05,30,8,clechi,34,08,39,0.4875,80,11,0.7333333333333333,15,0.1375,0,20,04,7,15,93,10,27.896666666666665,14,0.5369515011547344,58,2011,0.5125,20110408,20110408clechi,Chicago, -10,-110
4477,-55,6,0.3333333333333333,18,0.07894736842105263,22,6,dallac,27,08,38,0.5,76,14,0.7,20,0.18421052631578946,0,48,04,9,23,96,12,33.93666666666667,21,0.5660377358490566,31,2011,0.5394736842105263,20110408,20110408dallac,L.A. Clippers, +9,-110
4478,-50,3,0.16666666666666666,18,0.033707865168539325,18,3,detmil,22,08,41,0.4606741573033708,89,15,0.8823529411764706,17,0.16853932584269662,0,46,04,10,23,100,8,19.823333333333334,9,0.5182421227197347,32,2011,0.47752808988764045,20110408,20110408detmil,Milwaukee, +1,-110
4479,-60,5,0.38461538461538464,13,0.06578947368421052,11,4,indatl,27,08,36,0.47368421052631576,76,25,0.6944444444444444,36,0.32894736842105265,0,34,04,9,21,102,6,27.75333333333333,12,0.5553135888501742,44,2011,0.506578947368421,20110408,20110408indatl,Atlanta, +6,-110
4480,-25,3,0.16666666666666666,18,0.031578947368421054,18,4,memsac,33,08,40,0.42105263157894735,95,13,0.7222222222222222,18,0.1368421052631579,0,55,04,16,26,96,4,31.083333333333325,16,0.46638165565487755,23,2011,0.4368421052631579,20110408,20110408memsac,Sacramento, +9,-110
4481,-45,5,0.3125,16,0.05813953488372093,17,4,miacho,22,08,41,0.47674418604651164,86,16,0.7619047619047619,21,0.18604651162790697,0,46,04,11,25,103,10,31.163333333333334,10,0.5407391852162957,32,2011,0.5058139534883721,20110408,20110408miacho,Charlotte, +12,-110
4482,-71,5,0.2777777777777778,18,0.0625,15,3,okcden,24,08,32,0.4,80,22,0.7333333333333333,30,0.275,0,30,04,18,19,91,7,31.916666666666664,19,0.48819742489270385,48,2011,0.43125,20110408,20110408okcden,Denver, +4,-110
4483,-25,5,0.35714285714285715,14,0.0684931506849315,22,5,phitor,32,08,34,0.4657534246575342,73,20,0.8695652173913043,23,0.273972602739726,0,57,04,9,25,93,8,36.44333333333333,18,0.5594321462945139,21,2011,0.5,20110408,20110408phitor,Toronto, +12,-110
4484,-35,11,0.44,25,0.12790697674418605,14,4,porlal,31,08,34,0.3953488372093023,86,7,0.5,14,0.08139534883720931,0,23,04,21,21,86,6,30.49666666666667,17,0.4665798611111111,55,2011,0.45930232558139533,20110408,20110408porlal,L.A. Lakers, -1.5,-110
4485,-120,11,0.34375,32,0.12941176470588237,22,6,denmin,31,09,39,0.4588235294117647,85,17,0.85,20,0.2,0,62,04,7,24,106,5,24.576666666666668,15,0.5650319829424307,17,2011,0.5235294117647059,20110409,20110409denmin,Minnesota, +10.5,-110
4486,-105,7,0.3888888888888889,18,0.07368421052631578,18,5,houlac,28,09,33,0.3473684210526316,95,5,0.5,10,0.05263157894736842,0,49,04,17,16,78,9,30.939999999999998,9,0.3923541247484909,31,2011,0.38421052631578945,20110409,20110409houlac,L.A. Clippers, +7,-110
4487,-35,7,0.4117647058823529,17,0.09090909090909091,19,6,milcle,30,09,37,0.4805194805194805,77,20,0.8333333333333334,24,0.2597402597402597,0,62,04,8,18,101,6,22.57,13,0.5767473732297853,17,2011,0.525974025974026,20110409,20110409milcle,Cleveland, +8.5,-110
4488,-45,4,0.3333333333333333,12,0.05,27,3,sasuta,23,09,43,0.5375,80,12,0.6666666666666666,18,0.15,0,42,04,10,23,102,7,30.063333333333333,13,0.5800727934485896,37,2011,0.5625,20110409,20110409sasuta,Utah, +10.5,-110
4489,-160,5,0.5555555555555556,9,0.06578947368421052,20,7,wasatl,26,09,33,0.4342105263157895,76,12,0.8571428571428571,14,0.15789473684210525,0,35,04,7,20,83,5,25.176666666666666,20,0.505111976630964,44,2011,0.46710526315789475,20110409,20110409wasatl,Atlanta, -2.5,-110
4490,-125,2,0.1,20,0.024390243902439025,19,1,dalpho,23,10,35,0.4268292682926829,82,18,0.5454545454545454,33,0.21951219512195122,0,41,04,14,18,90,5,26.03,14,0.46622461665975967,38,2011,0.43902439024390244,20110410,20110410dalpho,Phoenix, +10,-110
4491,5,6,0.3333333333333333,18,0.07317073170731707,23,2,gswsac,37,10,37,0.45121951219512196,82,24,0.8,30,0.2926829268292683,0,56,04,15,19,104,7,32.24666666666667,21,0.5462184873949579,23,2011,0.4878048780487805,20110410,20110410gswsac,Sacramento, +6,-110
4492,5,12,0.3157894736842105,38,0.15,18,9,indnyk,35,10,31,0.3875,80,36,0.8372093023255814,43,0.45,0,38,04,7,26,110,10,27.093333333333327,11,0.5560048524059846,41,2011,0.4625,20110410,20110410indnyk,New York, +2.5,-110
4493,70,8,0.47058823529411764,17,0.1111111111111111,19,6,lalokc,33,10,40,0.5555555555555556,72,32,0.9142857142857143,35,0.4444444444444444,0,26,04,5,22,120,7,28.60333333333333,12,0.6864988558352403,53,2011,0.6111111111111112,20110410,20110410lalokc,Oklahoma City, +5,-110
4494,-110,8,0.47058823529411764,17,0.1,24,4,memnop,23,10,33,0.4125,80,15,0.6,25,0.1875,0,33,04,11,25,89,9,27.876666666666665,14,0.489010989010989,46,2011,0.4625,20110410,20110410memnop,New Orleans, +4,-110
4495,-139,6,0.46153846153846156,13,0.08823529411764706,16,2,miabos,25,10,29,0.4264705882352941,68,13,0.8125,16,0.19117647058823528,0,24,04,3,18,77,9,31.50666666666666,14,0.5130597014925373,55,2011,0.47058823529411764,20110410,20110410miabos,Boston, +5.5,-110
4496,15,7,0.5384615384615384,13,0.11666666666666667,25,4,orlchi,32,10,36,0.6,60,23,0.8846153846153846,26,0.38333333333333336,0,19,04,5,17,102,8,29.873333333333335,21,0.713885778275476,60,2011,0.6583333333333333,20110410,20110410orlchi,Chicago, -3,-110
4497,-35,2,0.15384615384615385,13,0.022727272727272728,16,8,torbrk,15,10,34,0.38636363636363635,88,22,0.8148148148148148,27,0.25,0,55,04,16,20,92,11,30.090000000000003,10,0.46055266319583504,24,2011,0.3977272727272727,20110410,20110410torbrk,Brooklyn, +5,-110
4498,40,6,0.35294117647058826,17,0.08695652173913043,24,3,atlmia,28,11,36,0.5217391304347826,69,20,0.8333333333333334,24,0.2898550724637681,0,24,04,10,19,98,5,32.61666666666667,17,0.615887380593263,56,2011,0.5652173913043478,20110411,20110411atlmia,Miami, -6.5,-110
4499,-115,13,0.52,25,0.14444444444444443,20,6,dengsw,28,11,40,0.4444444444444444,90,18,0.8571428571428571,21,0.2,0,45,04,9,24,111,5,33.586666666666666,11,0.5592503022974608,35,2011,0.5166666666666667,20110411,20110411dengsw,Golden State, +11,-110
4500,45,6,0.3157894736842105,19,0.07142857142857142,28,3,detcle,25,11,39,0.4642857142857143,84,26,0.7647058823529411,34,0.30952380952380953,0,63,04,9,25,110,9,24.456666666666663,6,0.5557801131770412,17,2011,0.5,20110411,20110411detcle,Cleveland, +6.5,-110
4501,35,4,0.23529411764705882,17,0.04819277108433735,21,5,houdal,43,11,38,0.4578313253012048,83,18,0.9,20,0.21686746987951808,0,25,04,6,20,98,9,33.32,20,0.533769063180828,55,2011,0.4819277108433735,20110411,20110411houdal,Dallas, -1,-110
4502,-35,3,0.25,12,0.037037037037037035,16,2,miltor,32,11,30,0.37037037037037035,81,23,0.7419354838709677,31,0.2839506172839506,0,58,04,18,21,86,8,38.406666666666666,20,0.4543533389687236,22,2011,0.3888888888888889,20110411,20110411miltor,Toronto, +8.5,-110
4503,50,11,0.44,25,0.1375,24,5,phiorl,37,11,35,0.4375,80,14,0.6666666666666666,21,0.175,0,30,04,19,13,95,9,32.01,16,0.5322725235320485,50,2011,0.50625,20110411,20110411phiorl,Orlando, +2.5,-110
4504,-40,7,0.4375,16,0.07368421052631578,21,3,phomin,32,11,52,0.5473684210526316,95,16,0.8,20,0.16842105263157894,0,63,04,13,16,127,7,35.13,16,0.6117533718689788,17,2011,0.5842105263157895,20110411,20110411phomin,Minnesota, +9,-110
4505,40,2,0.2,10,0.02666666666666667,20,11,sacokc,31,11,43,0.5733333333333334,75,32,0.8648648648648649,37,0.4266666666666667,0,26,04,9,26,120,9,32.04666666666667,18,0.6573181419807187,54,2011,0.5866666666666667,20110411,20110411sacokc,Oklahoma City, -5.5,-110
4506,-5,2,0.2857142857142857,7,0.023809523809523808,20,10,wasbos,36,11,32,0.38095238095238093,84,28,0.8235294117647058,34,0.3333333333333333,0,25,04,13,25,94,10,38.29333333333334,18,0.47493936944219883,55,2011,0.39285714285714285,20110411,20110411wasbos,Boston, -7.5,-110
4507,-45,9,0.36,25,0.10227272727272728,18,2,lalsas,31,12,31,0.3522727272727273,88,22,0.9166666666666666,24,0.25,0,19,04,11,23,93,5,25.913333333333334,9,0.47179383116883117,61,2011,0.4034090909090909,20110412,20110412lalsas,San Antonio, +6.5,-110
4508,65,7,0.35,20,0.08433734939759036,20,4,nykchi,39,12,36,0.43373493975903615,83,24,0.8888888888888888,27,0.2891566265060241,0,20,04,12,18,103,6,33.29,13,0.5427908937605397,60,2011,0.4759036144578313,20110412,20110412nykchi,Chicago, -5.5,-110
4509,-65,6,0.5,12,0.0759493670886076,16,2,pormem,27,12,36,0.45569620253164556,79,11,0.6111111111111112,18,0.13924050632911392,0,34,04,15,23,89,3,29.53,15,0.5119650253106305,46,2011,0.4936708860759494,20110412,20110412pormem,Memphis, +5.5,-110
4510,-50,7,0.30434782608695654,23,0.08235294117647059,22,5,bosnyk,25,13,39,0.4588235294117647,85,17,0.8095238095238095,21,0.2,0,39,04,12,16,102,8,23.333333333333332,16,0.5411714770797963,42,2011,0.5,20110413,20110413bosnyk,New York, +1.5,-110
4511,-25,6,0.4,15,0.075,21,6,chibrk,27,13,36,0.45,80,14,0.875,16,0.175,0,57,04,8,19,92,6,33.556666666666665,11,0.5284926470588235,24,2011,0.4875,20110413,20110413chibrk,Brooklyn, +15,-110
4512,-1,11,0.44,25,0.06962025316455696,46,15,clewas,55,13,78,0.4936708860759494,158,29,0.7435897435897436,39,0.18354430379746836,0,59,04,27,36,196,27,25.256666666666668,31,0.5594884676866865,22,2011,0.5284810126582279,20110413,20110413clewas,Washington, +5,-110
4513,-160,6,0.42857142857142855,14,0.0759493670886076,23,1,dalnop,30,13,34,0.43037974683544306,79,15,0.8823529411764706,17,0.189873417721519,0,35,04,5,28,89,7,23.020000000000003,13,0.5145698427382054,46,2011,0.46835443037974683,20110413,20110413dalnop,New Orleans, +10,-110
4514,-120,11,0.4230769230769231,26,0.13253012048192772,18,1,gswpor,31,13,28,0.3373493975903614,83,19,0.76,25,0.2289156626506024,0,33,04,17,15,86,6,28.583333333333336,19,0.4574468085106383,48,2011,0.4036144578313253,20110413,20110413gswpor,Portland, +3,-110
4515,-35,7,0.4666666666666667,15,0.08333333333333333,25,4,lacmem,26,13,36,0.42857142857142855,84,24,0.8571428571428571,28,0.2857142857142857,0,35,04,13,24,103,8,32.44666666666667,21,0.5346760797342193,46,2011,0.47023809523809523,20110413,20110413lacmem,Memphis, +4,-110
4516,95,12,0.3870967741935484,31,0.14285714285714285,32,3,minhou,36,13,42,0.5,84,25,0.78125,32,0.2976190476190476,0,39,04,12,18,121,5,35.68333333333334,15,0.6168433931484503,42,2011,0.5714285714285714,20110413,20110413minhou,Houston, -6.5,-110
4517,20,7,0.3888888888888889,18,0.07954545454545454,22,6,okcmil,26,13,40,0.45454545454545453,88,23,0.8518518518518519,27,0.26136363636363635,0,46,04,8,15,110,15,27.706666666666667,13,0.5506607929515419,35,2011,0.4943181818181818,20110413,20110413okcmil,Milwaukee, +10.5,-110
4518,-90,9,0.36,25,0.10227272727272728,16,1,orlind,26,13,27,0.3068181818181818,88,11,0.6875,16,0.125,0,44,04,9,23,74,11,18.083333333333332,17,0.3893097643097643,37,2011,0.35795454545454547,20110413,20110413orlind,Indiana, +2,-110
4519,6,9,0.375,24,0.0967741935483871,28,6,phidet,42,13,45,0.4838709677419355,93,25,0.7575757575757576,33,0.26881720430107525,0,52,04,5,18,124,5,27.110000000000003,14,0.5766369047619048,29,2011,0.532258064516129,20110413,20110413phidet,Detroit, +5.5,-110
4520,-15,5,0.23809523809523808,21,0.06097560975609756,19,4,phosas,39,13,35,0.4268292682926829,82,28,0.7567567567567568,37,0.34146341463414637,0,20,04,12,25,103,2,21.033333333333335,8,0.524013024013024,61,2011,0.4573170731707317,20110413,20110413phosas,San Antonio, -3.5,-110
4521,40,6,0.375,16,0.06593406593406594,30,4,saclal,39,13,45,0.4945054945054945,91,20,0.9090909090909091,22,0.21978021978021978,0,25,04,4,17,116,8,43.29333333333334,10,0.5760826380611839,56,2011,0.5274725274725275,20110413,20110413saclal,L.A. Lakers, -4.5,-110
4522,90,13,0.5,26,0.16049382716049382,20,1,tormia,27,13,37,0.4567901234567901,81,10,0.7142857142857143,14,0.12345679012345678,0,24,04,13,18,97,6,27.586666666666666,14,0.5564479118861864,57,2011,0.5370370370370371,20110413,20110413tormia,Miami, +3,-110
4523,-20,3,0.21428571428571427,14,0.03896103896103896,15,3,utaden,29,13,39,0.5064935064935064,77,22,0.8461538461538461,26,0.2857142857142857,0,31,04,8,18,103,7,31.543333333333333,15,0.5823156942559928,50,2011,0.525974025974026,20110413,20110413utaden,Denver, +3.5,-110
4524,-25,10,0.5555555555555556,18,0.11904761904761904,21,6,chiind,21,16,39,0.4642857142857143,84,11,0.6470588235294118,17,0.13095238095238096,0,0,04,13,25,99,8,32.96,10,0.5411018801923918,0,2011,0.5238095238095238,20110416,20110416chiind,Indiana, +11.5,-110
4525,-40,2,0.125,16,0.02631578947368421,22,3,dalpor,29,16,35,0.4605263157894737,76,9,0.6923076923076923,13,0.11842105263157894,0,0,04,11,26,81,7,32.263333333333335,13,0.4955947136563877,0,2011,0.47368421052631576,20110416,20110416dalpor,Portland, +5.5,-110
4526,-40,7,0.3684210526315789,19,0.08235294117647059,22,2,miaphi,27,16,35,0.4117647058823529,85,12,0.8,15,0.1411764705882353,0,0,04,12,25,89,8,31.306666666666665,8,0.4858078602620088,0,2011,0.45294117647058824,20110416,20110416miaphi,Philadelphia, +11,-110
4527,50,6,0.42857142857142855,14,0.08108108108108109,19,1,orlatl,24,16,38,0.5135135135135135,74,21,0.7241379310344828,29,0.28378378378378377,0,0,04,5,28,103,8,33.83333333333333,9,0.5935915168280314,0,2011,0.5540540540540541,20110416,20110416orlatl,Atlanta, +8,-110
4528,-10,8,0.34782608695652173,23,0.10256410256410256,16,9,bosnyk,21,17,33,0.4230769230769231,78,11,0.6875,16,0.14102564102564102,0,0,04,13,17,85,5,31.053333333333335,14,0.49976481655691435,0,2011,0.47435897435897434,20110417,20110417bosnyk,New York, +6.5,-110
4529,45,4,0.36363636363636365,11,0.05063291139240506,24,1,lalnop,29,17,41,0.5189873417721519,79,23,0.696969696969697,33,0.2911392405063291,0,0,04,4,22,109,8,32.906666666666666,3,0.5827630453378957,0,2011,0.5443037974683544,20110417,20110417lalnop,New Orleans, +10,-110
4530,-20,4,0.25,16,0.05194805194805195,23,4,okcden,29,17,39,0.5064935064935064,77,21,0.6363636363636364,33,0.2727272727272727,0,0,04,5,24,103,9,32.96333333333333,11,0.5627185314685315,0,2011,0.5324675324675324,20110417,20110417okcden,Denver, +4.5,-110
4531,15,6,0.6,10,0.08955223880597014,22,5,sasmem,33,17,37,0.5522388059701493,67,21,0.6363636363636364,33,0.31343283582089554,0,0,04,5,33,101,2,32.89,16,0.6194798822374877,0,2011,0.5970149253731343,20110417,20110417sasmem,Memphis, +6.5,-110
4532,-30,6,0.35294117647058826,17,0.07792207792207792,22,7,chiind,24,18,32,0.4155844155844156,77,20,0.7407407407407407,27,0.2597402597402597,0,1,04,9,27,90,13,29.206666666666667,17,0.5063006300630063,0,2011,0.45454545454545453,20110418,20110418chiind,Indiana, +11.5,-110
4533,-105,6,0.42857142857142855,14,0.0759493670886076,18,3,miaphi,28,18,27,0.34177215189873417,79,13,0.65,20,0.16455696202531644,0,1,04,12,21,73,6,27.973333333333336,12,0.41571753986332577,0,2011,0.379746835443038,20110418,20110418miaphi,Philadelphia, +9.5,-110
4534,-15,8,0.32,25,0.08888888888888889,14,5,bosnyk,33,19,32,0.35555555555555557,90,21,0.7777777777777778,27,0.23333333333333334,0,1,04,20,17,93,8,26.776666666666664,12,0.45641931684334514,0,2011,0.4,20110419,20110419bosnyk,New York, +6.5,-110
4535,-60,7,0.5,14,0.10606060606060606,20,4,dalpor,30,19,32,0.48484848484848486,66,18,0.6666666666666666,27,0.2727272727272727,0,1,04,7,22,89,2,38.406666666666666,12,0.571391884951207,0,2011,0.5378787878787878,20110419,20110419dalpor,Portland, +4,-110
4536,-30,7,0.35,20,0.08641975308641975,15,7,orlatl,26,19,32,0.3950617283950617,81,11,0.6470588235294118,17,0.13580246913580246,0,0,04,13,27,82,7,30.71333333333333,15,0.46338155515370705,1,2011,0.4382716049382716,20110419,20110419orlatl,Atlanta, +8.5,-110
4537,-45,4,0.36363636363636365,11,0.057971014492753624,14,5,lalnop,27,20,27,0.391304347826087,69,20,0.625,32,0.2898550724637681,0,0,04,9,22,78,6,33.42666666666667,16,0.4694270582571016,1,2011,0.42028985507246375,20110420,20110420lalnop,New Orleans, +12,-110
4538,-81,7,0.4375,16,0.09859154929577464,12,1,okcden,27,20,28,0.39436619718309857,71,28,0.7567567567567568,37,0.39436619718309857,0,1,04,5,21,91,7,32.309999999999995,11,0.5213107241063245,0,2011,0.44366197183098594,20110420,20110420okcden,Denver, +4.5,-110
4539,-30,3,0.21428571428571427,14,0.03409090909090909,17,7,sasmem,36,20,35,0.3977272727272727,88,14,0.7,20,0.1590909090909091,0,0,04,11,25,87,9,33.20666666666666,14,0.44938016528925623,1,2011,0.4147727272727273,20110420,20110420sasmem,Memphis, +8.5,-110
4540,20,9,0.45,20,0.125,20,9,indchi,32,21,28,0.3888888888888889,72,23,0.8518518518518519,27,0.3194444444444444,0,0,04,10,20,88,7,34.836666666666666,15,0.5245588936576061,2,2011,0.4513888888888889,20110421,20110421indchi,Chicago, -4,-110
